row_number,ticker,target_report_year,status,reason,local_text_path,sec_document_url,word_count
128,DIS,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DIS/2024_DIS_10k.txt,https://www.sec.gov/Archives/edgar/data/1744489/000174448924000276/dis-20240928.htm,63484
129,DIS,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DIS/2025_DIS_10k.txt,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000155/dis-20250927.htm,62636
130,JNJ,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/JNJ/2023_JNJ_10k.txt,https://www.sec.gov/Archives/edgar/data/200406/000020040624000013/jnj-20231231.htm,61596
131,JNJ,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/JNJ/2024_JNJ_10k.txt,https://www.sec.gov/Archives/edgar/data/200406/000020040625000038/jnj-20241229.htm,62188
132,JNJ,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/JNJ/2025_JNJ_10k.txt,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,61745
133,PEP,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PEP/2023_PEP_10k.txt,https://www.sec.gov/Archives/edgar/data/77476/000007747624000008/pep-20231230.htm,60823
134,PEP,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PEP/2024_PEP_10k.txt,https://www.sec.gov/Archives/edgar/data/77476/000007747625000007/pep-20241228.htm,61619
135,PEP,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PEP/2025_PEP_10k.txt,https://www.sec.gov/Archives/edgar/data/77476/000007747626000007/pep-20251227.htm,59980
136,BA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/BA/2023_BA_10k.txt,https://www.sec.gov/Archives/edgar/data/12927/000001292724000010/ba-20231231.htm,54481
137,BA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/BA/2024_BA_10k.txt,https://www.sec.gov/Archives/edgar/data/12927/000001292725000015/ba-20241231.htm,59448
138,BA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/BA/2025_BA_10k.txt,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,60122
139,UPS,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/UPS/2023_UPS_10k.txt,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000008/ups-20231231.htm,64772
140,UPS,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/UPS/2024_UPS_10k.txt,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000019/ups-20241231.htm,68107
141,UPS,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/UPS/2025_UPS_10k.txt,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,63188
142,RTX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/RTX/2023_RTX_10k.txt,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/rtx-20231231.htm,78475
143,RTX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/RTX/2024_RTX_10k.txt,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/rtx-20241231.htm,84314
144,RTX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/RTX/2025_RTX_10k.txt,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,77335
145,FDX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FDX/2023_FDX_10k.txt,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,73200
146,FDX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FDX/2024_FDX_10k.txt,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,75805
147,FDX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FDX/2025_FDX_10k.txt,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,75594
148,PGR,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PGR/2023_PGR_10k.txt,https://www.sec.gov/Archives/edgar/data/80661/000008066124000007/pgr-20231231.htm,31937
149,PGR,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PGR/2024_PGR_10k.txt,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/pgr-20241231.htm,30889
150,PGR,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PGR/2025_PGR_10k.txt,https://www.sec.gov/Archives/edgar/data/80661/000008066126000086/pgr-20251231.htm,30534
151,LOW,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LOW/2023_LOW_10k.txt,https://www.sec.gov/Archives/edgar/data/60667/000006066723000034/low-20230203.htm,41432
152,LOW,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LOW/2024_LOW_10k.txt,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm,40866
153,LOW,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LOW/2025_LOW_10k.txt,https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/low-20250131.htm,39568
154,ET,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ET/2023_ET_10k.txt,https://www.sec.gov/Archives/edgar/data/1276187/000127618724000024/et-20231231.htm,154192
155,ET,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ET/2024_ET_10k.txt,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/et-20241231.htm,157988
156,ET,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ET/2025_ET_10k.txt,https://www.sec.gov/Archives/edgar/data/1276187/000127618726000013/et-20251231.htm,162490
157,PG,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PG/2023_PG_10k.txt,https://www.sec.gov/Archives/edgar/data/80424/000008042423000073/pg-20230630.htm,41379
158,PG,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PG/2024_PG_10k.txt,https://www.sec.gov/Archives/edgar/data/80424/000008042424000083/pg-20240630.htm,42242
159,PG,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PG/2025_PG_10k.txt,https://www.sec.gov/Archives/edgar/data/80424/000008042425000076/pg-20250630.htm,42692
160,SYY,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SYY/2023_SYY_10k.txt,https://www.sec.gov/Archives/edgar/data/96021/000009602123000117/syy-20230701.htm,60096
161,SYY,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SYY/2024_SYY_10k.txt,https://www.sec.gov/Archives/edgar/data/96021/000009602124000128/syy-20240629.htm,61381
162,SYY,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SYY/2025_SYY_10k.txt,https://www.sec.gov/Archives/edgar/data/96021/000009602125000099/syy-20250628.htm,61241
163,AXP,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AXP/2023_AXP_10k.txt,https://www.sec.gov/Archives/edgar/data/4962/000000496224000013/axp-20231231.htm,86796
164,AXP,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AXP/2024_AXP_10k.txt,https://www.sec.gov/Archives/edgar/data/4962/000000496225000016/axp-20241231.htm,88945
165,AXP,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AXP/2025_AXP_10k.txt,https://www.sec.gov/Archives/edgar/data/4962/000000496226000080/axp-20251231.htm,88936
166,ACI,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ACI/2023_ACI_10k.txt,https://www.sec.gov/Archives/edgar/data/1646972/000164697223000045/aci-20230225.htm,56196
167,ACI,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ACI/2024_ACI_10k.txt,https://www.sec.gov/Archives/edgar/data/1646972/000164697224000060/aci-20240224.htm,50631
168,ACI,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ACI/2025_ACI_10k.txt,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000052/aci-20250222.htm,49640
169,ADM,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ADM/2023_ADM_10k.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/adm-20231231.htm,59800
170,ADM,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ADM/2024_ADM_10k.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708425000011/adm-20241231.htm,54413
171,ADM,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ADM/2025_ADM_10k.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708426000011/adm-20251231.htm,51245
172,MET,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MET/2023_MET_10k.txt,https://www.sec.gov/Archives/edgar/data/1099219/000109921924000035/met-20231231.htm,166237
173,MET,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MET/2024_MET_10k.txt,https://www.sec.gov/Archives/edgar/data/1099219/000109921925000044/met-20241231.htm,156386
174,MET,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MET/2025_MET_10k.txt,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000013/met-20251231.htm,160996
175,HCA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/HCA/2023_HCA_10k.txt,https://www.sec.gov/Archives/edgar/data/860730/000095017024016524/hca-20231231.htm,70435
176,HCA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/HCA/2024_HCA_10k.txt,https://www.sec.gov/Archives/edgar/data/860730/000095017025020134/hca-20241231.htm,71272
177,HCA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/HCA/2025_HCA_10k.txt,https://www.sec.gov/Archives/edgar/data/860730/000119312526044769/hca-20251231.htm,70422
178,LMT,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LMT/2023_LMT_10k.txt,https://www.sec.gov/Archives/edgar/data/936468/000093646824000010/lmt-20231231.htm,65486
179,LMT,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LMT/2024_LMT_10k.txt,https://www.sec.gov/Archives/edgar/data/936468/000093646825000009/lmt-20241231.htm,65429
180,LMT,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LMT/2025_LMT_10k.txt,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/lmt-20251231.htm,63495
181,COF,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COF/2023_COF_10k.txt,https://www.sec.gov/Archives/edgar/data/927628/000092762824000094/cof-20231231.htm,109248
182,COF,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COF/2024_COF_10k.txt,https://www.sec.gov/Archives/edgar/data/927628/000092762825000092/cof-20241231.htm,112939
183,COF,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COF/2025_COF_10k.txt,https://www.sec.gov/Archives/edgar/data/927628/000092762826000024/cof-20251231.htm,125312
184,ALL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ALL/2023_ALL_10k.txt,https://www.sec.gov/Archives/edgar/data/899051/000089905124000013/all-20231231.htm,105133
185,ALL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ALL/2024_ALL_10k.txt,https://www.sec.gov/Archives/edgar/data/899051/000089905125000015/all-20241231.htm,98634
186,ALL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/ALL/2025_ALL_10k.txt,https://www.sec.gov/Archives/edgar/data/899051/000089905126000031/all-20251231.htm,91969
187,CAT,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/CAT/2023_CAT_10k.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/cat-20231231.htm,62295
188,CAT,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/CAT/2024_CAT_10k.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823025000008/cat-20241231.htm,62507
189,CAT,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/CAT/2025_CAT_10k.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/cat-20251231.htm,62706
190,IBM,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/IBM/2023_IBM_10k.txt,https://www.sec.gov/Archives/edgar/data/51143/000005114324000012/ibm-20231231.htm,19963
191,IBM,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/IBM/2024_IBM_10k.txt,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/ibm-20241231.htm,20505
192,IBM,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/IBM/2025_IBM_10k.txt,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,19693
193,LLY,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LLY/2023_LLY_10k.txt,https://www.sec.gov/Archives/edgar/data/59478/000005947824000065/lly-20231231.htm,60688
194,LLY,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LLY/2024_LLY_10k.txt,https://www.sec.gov/Archives/edgar/data/59478/000005947825000067/lly-20241231.htm,60093
195,LLY,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/LLY/2025_LLY_10k.txt,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,52944
196,MRK,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MRK/2023_MRK_10k.txt,https://www.sec.gov/Archives/edgar/data/310158/000162828024006850/mrk-20231231.htm,89788
197,MRK,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MRK/2024_MRK_10k.txt,https://www.sec.gov/Archives/edgar/data/310158/000162828025007732/mrk-20241231.htm,91008
198,MRK,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/MRK/2025_MRK_10k.txt,https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,94078
199,AVGO,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AVGO/2023_AVGO_10k.txt,https://www.sec.gov/Archives/edgar/data/1730168/000173016823000096/avgo-20231029.htm,54775
200,AVGO,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AVGO/2024_AVGO_10k.txt,https://www.sec.gov/Archives/edgar/data/1730168/000173016824000139/avgo-20241103.htm,53928
201,AVGO,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/AVGO/2025_AVGO_10k.txt,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,51687
202,DAL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/DAL/2023_DAL_10k.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm,54621
203,DAL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/DAL/2024_DAL_10k.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790425000004/dal-20241231.htm,51802
204,DAL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/DAL/2025_DAL_10k.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/dal-20251231.htm,50529
205,PFE,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PFE/2023_PFE_10k.txt,https://www.sec.gov/Archives/edgar/data/78003/000007800324000039/pfe-20231231.htm,97002
206,PFE,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PFE/2024_PFE_10k.txt,https://www.sec.gov/Archives/edgar/data/78003/000007800325000054/pfe-20241231.htm,94777
207,PFE,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/PFE/2025_PFE_10k.txt,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,93563
208,SNX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SNX/2023_SNX_10k.txt,https://www.sec.gov/Archives/edgar/data/1177394/000117739424000014/snx-20231130.htm,53242
209,SNX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SNX/2024_SNX_10k.txt,https://www.sec.gov/Archives/edgar/data/1177394/000117739425000009/snx-20241130.htm,50835
210,SNX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/SNX/2025_SNX_10k.txt,https://www.sec.gov/Archives/edgar/data/1177394/000162828026003598/snx-20251130.htm,52377
211,COP,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COP/2023_COP_10k.txt,https://www.sec.gov/Archives/edgar/data/1163165/000116316524000010/cop-20231231.htm,73643
212,COP,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COP/2024_COP_10k.txt,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm,74434
213,COP,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_03/COP/2025_COP_10k.txt,https://www.sec.gov/Archives/edgar/data/1163165/000116316526000009/cop-20251231.htm,69081
214,GLXY,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/GLXY/2025_GLXY_10k.txt,https://www.sec.gov/Archives/edgar/data/1859392/000185939226000016/glxy-20251231.htm,114225
215,ABBV,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ABBV/2023_ABBV_10k.txt,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000011/abbv-20231231.htm,58885
216,ABBV,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ABBV/2024_ABBV_10k.txt,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/abbv-20241231.htm,61066
217,ABBV,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ABBV/2025_ABBV_10k.txt,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,60431
218,PRU,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PRU/2023_PRU_10k.txt,https://www.sec.gov/Archives/edgar/data/1137774/000113777424000045/pru-20231231.htm,192321
219,PRU,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PRU/2024_PRU_10k.txt,https://www.sec.gov/Archives/edgar/data/1137774/000113777425000044/pru-20241231.htm,180881
220,PRU,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PRU/2025_PRU_10k.txt,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000048/pru-20251231.htm,165465
221,TJX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TJX/2023_TJX_10k.txt,https://www.sec.gov/Archives/edgar/data/109198/000010919823000004/tjx-20230128.htm,40253
222,TJX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TJX/2024_TJX_10k.txt,https://www.sec.gov/Archives/edgar/data/109198/000010919824000014/tjx-20240203.htm,40761
223,TJX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TJX/2025_TJX_10k.txt,https://www.sec.gov/Archives/edgar/data/109198/000010919825000010/tjx-20250201.htm,42090
224,PFGC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PFGC/2023_PFGC_10k.txt,https://www.sec.gov/Archives/edgar/data/1618673/000095017023043011/pfgc-20230701.htm,48396
225,PFGC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PFGC/2024_PFGC_10k.txt,https://www.sec.gov/Archives/edgar/data/1618673/000095017024097033/pfgc-20240629.htm,49297
226,PFGC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/PFGC/2025_PFGC_10k.txt,https://www.sec.gov/Archives/edgar/data/1618673/000161867325000012/pfgc-20250628.htm,49025
227,UAL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UAL/2023_UAL_10k.txt,https://www.sec.gov/Archives/edgar/data/100517/000010051724000027/ual-20231231.htm,67091
228,UAL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UAL/2024_UAL_10k.txt,https://www.sec.gov/Archives/edgar/data/100517/000010051725000046/ual-20241231.htm,62933
229,UAL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UAL/2025_UAL_10k.txt,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/ual-20251231.htm,63309
230,ORCL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ORCL/2023_ORCL_10k.txt,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm,61294
231,ORCL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ORCL/2024_ORCL_10k.txt,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm,59482
232,ORCL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/ORCL/2025_ORCL_10k.txt,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,58659
233,CSCO,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CSCO/2023_CSCO_10k.txt,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/csco-20230729.htm,56126
234,CSCO,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CSCO/2024_CSCO_10k.txt,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/csco-20240727.htm,58798
235,CSCO,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CSCO/2025_CSCO_10k.txt,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,56604
236,HPQ,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/HPQ/2023_HPQ_10k.txt,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/hpq-20231031.htm,63037
237,HPQ,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/HPQ/2024_HPQ_10k.txt,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/hpq-20241031.htm,59762
238,HPQ,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/HPQ/2025_HPQ_10k.txt,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/hpq-20251031.htm,59344
239,CHTR,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CHTR/2023_CHTR_10k.txt,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/chtr-20231231.htm,59298
240,CHTR,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CHTR/2024_CHTR_10k.txt,https://www.sec.gov/Archives/edgar/data/1091667/000109166725000034/chtr-20241231.htm,65583
241,CHTR,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/CHTR/2025_CHTR_10k.txt,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/chtr-20251231.htm,70959
242,AAL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/AAL/2023_AAL_10k.txt,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/aal-20231231.htm,113989
243,AAL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/AAL/2024_AAL_10k.txt,https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/aal-20241231.htm,116587
244,AAL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/AAL/2025_AAL_10k.txt,https://www.sec.gov/Archives/edgar/data/6201/000000620126000014/aal-20251231.htm,113451
245,TSN,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TSN/2023_TSN_10k.txt,https://www.sec.gov/Archives/edgar/data/100493/000010049323000105/tsn-20230930.htm,64621
246,TSN,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TSN/2024_TSN_10k.txt,https://www.sec.gov/Archives/edgar/data/100493/000010049324000119/tsn-20240928.htm,61212
247,TSN,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TSN/2025_TSN_10k.txt,https://www.sec.gov/Archives/edgar/data/100493/000010049325000095/tsn-20250927.htm,62346
248,INTC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/INTC/2023_INTC_10k.txt,https://www.sec.gov/Archives/edgar/data/50863/000005086324000010/intc-20231230.htm,68679
249,INTC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/INTC/2024_INTC_10k.txt,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/intc-20241228.htm,66995
250,INTC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/INTC/2025_INTC_10k.txt,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,73901
251,EPD,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/EPD/2023_EPD_10k.txt,https://www.sec.gov/Archives/edgar/data/1061219/000106121924000006/form10k.htm,112325
252,EPD,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/EPD/2024_EPD_10k.txt,https://www.sec.gov/Archives/edgar/data/1061219/000106121925000006/form10k.htm,110038
253,EPD,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/EPD/2025_EPD_10k.txt,https://www.sec.gov/Archives/edgar/data/1061219/000106121926000006/epd-20251231.htm,111014
254,INGM,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/INGM/2024_INGM_10k.txt,https://www.sec.gov/Archives/edgar/data/1897762/000162828025010298/ingm-20241228.htm,84799
